^1102^;^8171;2735;2186;1738;13386;8298;1142;10044;1811;8520;11060;1020;1066;10008;1124^
^9987^;^13417;591;3226;9957;1455;1109;1001;14630;1484;8367;9979;11176;10010;3203;8555^
^10011^;^8158;8294;13389;10054;9987;8394;8509;8258;1745;2140;2231;1769;8293;10025;1762^
^10028^;^2216;8489;8726;1078;13618;13418;8393;11077;8176;8341;14681;1798;8246;1660;8256^
^14681^;^1501;8457;8333;4474;1039;8126;11093;1141;2828;8462;8297;1508;14715;1767;10009^
^9951^;^1325;1674;1068;10008;11104;11110;1752;8427;1479;8364;2766;1495;2692;612;8511^
^10034^;^1331;1917;8362;1744;588;950;8470;614;12729;13592;614;2830;2830;1778;1917^
^10035^;^1764;10052;2735;550;9965;3654;1751;8281;10019;9952;8269;1142;3649;8535;1450^
^10039^;^8421;8538;14641;8128;10001;8137;13386;1442;8431;14652;4662;1892;1119;1767;8508^
^10057^;^8145;1453;8493;994;2845;13411;8281;2767;10022;619;1669;8733;1900;1783;8400^
^9947^;^607;14730;8530;13590;2197;8246;8300;3226;13590;2176;9962;950;2822;11087;8427^
^9950^;^8548;1486;1474;8158;2682;548;2696;594;3654;1334;4474;8170;11115;9977;9984^
^9952^;^8305;8558;9990;8280;8492;1105;13587;11206;8500;8432;8389;8520;13374;14658;13371^
^9956^;^4613;1125;1850;8397;8468;1089;1478;8263;1810;10036;10063;8639;13379;11094;9978^
^9957^;^551;8563;1095;2205;2197;12753;8364;3256;13404;8531;8729;8483;1897;3220;1739^
^9958^;^1838;2197;2817;10019;9956;11081;9979;1761;1452;1822;8410;4662;10012;1825;1892^
^9962^;^1089;1788;8278;1521;8537;8497;14765;1503;9985;4134;13594;8259;9989;8124;13382^
^9974^;^1897;8140;11191;1464;1743;8140;9974;391;1690;8553;13419;9992;8290;8114;1690^
^9997^;^8511;1774;2224;4474;3652;1469;8454;11206;2822;8187;12730;14636;2817;8362;652^
^10004^;^10047;8348;11180;10089;8458;8328;2193;1504;545;594;550;8458;8540;1100;1446^
^10008^;^8509;8368;8109;1002;3210;1442;10090;14767;8553;11060;3903;2136;10012;1010;10050^
^10024^;^1326;12750;8291;13618;8418;14767;2199;2037;14761;10059;1125;1766;11193;1804;8109^
^10027^;^10054;8311;14659;2212;13587;1069;8390;11083;2691;10014;1080;13473;11064;13608;13597^
^10032^;^12750;11031;994;1455;1138;11102;8407;9958;2054;8346;10010;8415;965;2822;11086^
^10043^;^10026;12748;11033;11085;8179;1441;10049;8315;9960;1019;8514;12730;2138;1816;9995^
^10045^;^1501;1441;8433;8124;1844;11114;1479;8331;2825;8156;8482;1828;8355;8375;8298^
^10051^;^8407;1798;1847;8263;1667;2197;8125;8469;1781;592;2139;8179;8271;8177;8294^
^3650^;^8150;13386;8550;1006;14760;10061;1818;201;13411;8544;1455;8253;9969;1089;10053^
^3654^;^1840;14694;8350;13601;11087;1175;8403;1122;1897;13379;13377;8155;8126;1671;8156^
^3786^;^8530;2140;2038;2143;8235;1089;11031;8508;8324;14655;8533;8729;4134;14648;1078^
^9948^;^8423;12752;10056;9951;13618;8413;1014;1853;14641;995;8466;1077;4654;11083;10052^
^9955^;^8392;13374;13594;10002;8385;2221;1089;8507;1510;2221;8246;8265;1470;8285;8132^
^9960^;^11101;8502;8726;10054;8489;8637;2140;11204;13608;10053;4662;8502;8498;1929;13389^
^9975^;^8361;10010;1011;8293;8370;1065;1485;2290;8370;998;8292;619;3654;13589;10008^
^9985^;^629;10015;1362;10017;1449;1510;8131;2765;2296;8477;3786;1484;1451;1126;8346^
^9988^;^8461;8265;8342;2142;8732;13411;9978;2684;10017;1783;13588;13404;1095;2189;1039^
^9989^;^8412;11035;8118;1773;8412;3992;11075;14652;14730;593;8534;10019;8368;4659;4412^
^9990^;^10005;8423;11201;8515;612;13601;616;10010;13596;10001;8138;21;21;10004;13417^
^9992^;^1039;8512;2845;965;9963;9981;9998;1897;8480;1012;8393;12724;3654;1482;8429^
^9993^;^8481;8481;9974;1472;1735;10012;1013;2692;8133;8500;1919;13524;8384;8488;12729^
^9994^;^14659;1491;8329;1140;2204;8381;12730;9996;8413;13589;3255;1838;9983;9958;2037^
^9999^;^9954;13598;9996;10057;1000;8307;1751;992;1011;1785;1360;1489;8545;589;3653^
^10000^;^8259;9982;2140;8189;1853;8404;1471;11103;2685;8544;2690;1850;1895;13543;8422^
^10015^;^8281;1782;13387;1519;8510;13378;8450;1741;9964;4474;4653;8246;10010;1846;14640^
^10019^;^2823;8485;11193;1098;11062;8402;10055;11061;11084;1451;2296;8559;1502;11089;1476^
^10026^;^13413;2690;11075;3651;1107;8365;8249;11033;3257;8158;1838;11183;8428;2037;3213^
^10029^;^2144;607;1733;8296;8398;2233;1788;9993;3653;8422;8495;8289;2201;3226;8290^
^10031^;^1768;8530;4653;8521;8272;8462;8299;10092;1016;14658;1671;10043;8392;14766;1143^
^10048^;^1100;8305;8120;14730;14643;11186;13603;8498;2144;8139;1080;1768;8331;1929;8126^
^10049^;^1674;1804;8424;12750;1006;9968;8402;10064;1827;12730;8299;8129;592;11114;14636^
^10053^;^1509;1784;11095;1441;1451;3992;8342;8354;995;2685;8398;8459;13612;545;13543^
^10056^;^2765;1798;10001;8506;10065;14765;1480;1089;4134;1922;14661;8254;11182;8530;1452^
^10058^;^8543;8378;8450;1092;2696;2144;8278;14656;409;9977;10010;8432;11111;13419;2683^
^10061^;^10048;8504;8134;1123;2833;8361;11091;1098;8280;1762;10026;9991;1094;22;2765^
^10062^;^10021;8184;8127;8494;1089;10091;8123;13381;9997;8453;8639;1126;2843;13608;1342^
^10064^;^4666;8468;593;8727;1076;1490;8457;13409;8391;12758;1773;2192;10047;10049;3226^
^9953^;^1678;10053;1333;1917;2696;11088;1466;11095;8636;8479;4666;1500;13472;11112;8522^
^9964^;^8642;8114;10031;8544;11117;8134;1001;996;1500;1018;1123;9984;3224;13598;2765^
^9978^;^1126;11061;10090;1841;12749;8134;10061;11077;10008;4659;14683;8416;2037;8271;8483^
^9980^;^13592;8141;1898;1827;8509;10049;9965;1020;1479;12758;2820;10033;1776;8458;8549^
^9983^;^2216;9980;2765;8458;13443;8288;1853;4036;13398;1124;1447;8636;8134;11101;1848^
^9991^;^8543;1756;14651;8320;10032;2221;1777;2191;9960;1330;1482;1902;13606;2143;2224^
^9996^;^9958;8396;8122;8729;14766;11081;1794;13377;13380;613;2629;13607;8487;1744;8383^
^9998^;^1672;8468;1340;8643;14714;9990;8365;1828;8099;13592;993;3224;14762;8557;10011^
^10003^;^1016;13544;2697;1097;14730;8432;1775;8341;4647;14690;1919;8173;8299;8300;8275^
^10005^;^8373;8545;1902;8388;8515;8456;13374;14636;1091;2232;8359;8643;2145;11075;3652^
^10006^;^1667;2197;8734;1449;9988;8119;1479;1679;1752;13590;9957;8298;8154;13616;1846^
^10009^;^8102;9957;10033;9995;10055;11090;8152;1504;8535;1675;13593;8099;3609;1836;1695^
^10012^;^14656;8732;2190;8148;8315;8726;14760;2735;10033;8473;8143;8417;8142;1039;11032^
^10016^;^8104;1780;11102;1091;14641;1789;2694;8486;10006;11189;2561;13384;2834;14629;13399^
^10017^;^8254;11104;10013;11095;4838;2187;953;8256;1921;3649;8158;4665;9973;9979;2295^
^10018^;^11204;11115;1924;8104;8520;18;1694;8099;3992;3258;13384;8315;8281;10062;8340^
^10020^;^11179;1104;1010;1447;391;221;546;1119;8365;4718;2820;612;8105;8489;8426^
^10023^;^1082;11025;11192;1073;2202;8157;8340;10002;10029;1456;3904;8453;221;9971;8560^
^10036^;^1448;13390;2831;8380;11185;8492;1096;12752;1077;1468;13406;13411;8550;11118;1672^
^10050^;^1765;2692;8187;1069;10036;8424;3216;1679;1782;8346;1342;1015;11032;2204;10031^
^10052^;^1848;8256;1078;3653;8642;1076;8392;8472;1102;10004;2142;10037;8147;2190;23^
^10059^;^10053;9981;8526;4613;10017;9998;9983;8380;8357;2204;2692;8342;11181;14656;2560^
^10065^;^1003;8275;994;8098;14658;8511;9947;1102;12760;9964;14767;8374;1485;11182;13386^
^12749^;^8157;8405;14641;1760;8348;8474;1089;8731;9958;8255;1457;8187;12728;8183;998^
^9946^;^13616;1771;1123;1455;8500;8328;13544;4412;9984;4647;613;12747;8107;8460;8733^
^9949^;^8181;2826;1841;8537;617;8414;8431;13586;13398;12753;2682;14760;8500;1892;8370^
^9954^;^1774;8394;9953;14643;516;10005;1771;1482;3904;1073;1919;998;2833;8396;10091^
^9959^;^13605;11103;1099;8355;8248;11091;22;8557;2186;8173;8261;1833;4563;1509;8510^
^9961^;^1758;8277;1124;1847;1775;11110;12748;1495;14658;2136;1138;1452;11027;8106;1739^
^9963^;^13612;1778;1461;1023;1098;8114;8360;2036;1522;1792;2140;409;1495;1749;10047^
^9965^;^8484;9978;8285;1344;8432;1803;531;2827;1827;12751;8474;8637;8405;10020;8324^
^9966^;^638;10004;1390;13596;8552;629;953;11182;1785;10036;13587;8407;9979;8111;1480^
^9967^;^8556;11181;22;2139;1892;8423;1004;20;1846;2690;2691;8371;8642;8309;4657^
^9968^;^1462;1486;8149;1742;1085;10003;1324;1760;8324;1781;11085;14683;8489;10019;8404^
^9969^;^9983;14760;1088;1853;965;8513;614;1094;1491;9970;10028;1022;14755;2199;10016^
^9971^;^8344;13385;11176;8378;8492;9993;8556;8297;1502;11119;9988;999;4613;8459;3256^
^9973^;^9954;8511;8172;8560;8492;8427;11080;14655;1081;8305;8642;8553;8153;12753;1330^
^9979^;^8405;8393;8138;11025;8488;1797;14653;11083;8288;8401;547;1326;1695;8378;11117^
^9981^;^1846;1000;1120;11104;950;8291;1747;1460;1737;8366;8641;13597;13385;8311;2682^
^9982^;^8280;8375;13589;8363;2694;1486;8488;1769;3994;8293;8514;1897;2193;1806;14659^
^9984^;^2192;2189;3203;1456;588;13417;8645;14662;11181;10025;1091;8404;10059;8158;2138^
^9986^;^1067;9946;11185;11115;1774;8393;1920;592;4036;1929;11204;10015;1076;10023;1340^
^9995^;^8346;11090;8099;8135;2186;14645;8115;532;8343;1775;8731;8101;11119;8515;1470^
^10001^;^8369;1001;1797;997;2766;8148;11188;10023;2629;8455;1660;1745;9968;8158;953^
^10002^;^1767;8156;1442;1508;21;1831;10020;2561;12751;13417;8326;8505;10034;592;1794^
^10010^;^551;4666;3258;4648;9980;2142;1339;982;3211;8468;8390;1443;8332;8417;531^
^10021^;^8462;2037;10009;11110;1018;8565;8360;8373;1453;1473;1489;11062;1922;1827;14680^
^10022^;^10032;1082;1848;2691;4529;8303;13524;31;1469;14637;8119;1737;2817;8106;8397^
^10030^;^8421;8330;2817;1675;9992;9946;3210;2189;2199;2038;8426;13384;1444;8458;11184^
^10033^;^1740;1762;8326;14731;12748;8129;9984;10034;8412;8323;8325;2696;11104;14695;10005^
^10037^;^8501;12730;1499;8460;14681;2054;1672;1695;9973;1470;8367;2831;4718;8509;3256^
^10038^;^221;1500;9971;8148;1745;1012;8336;1468;1753;1917;1920;8513;10090;8271;11048^
^10040^;^1920;466;8141;8316;8478;8246;14656;8189;8543;1017;11181;4665;11077;8122;4013^
^10044^;^10039;8271;2136;1745;1798;13606;8172;8320;8549;13589;8424;14641;1011;1470;12751^
^10054^;^8266;12749;8484;2768;4658;8393;9977;8420;2224;1519;11178;8559;8422;8357;1675^
^10055^;^549;8269;2828;1092;11094;10000;14659;8549;1766;11177;11036;1451;1106;1140;10088^
^10060^;^9960;8414;8155;1768;8427;8492;13404;3654;8374;8472;10013;8255;8099;9975;12749^
^10063^;^9971;627;1360;21;1891;1848;10039;8487;1733;1898;9978;12749;1470;2822;1745^
^10025^;^2215;8242;11208;2766;1924;10004;8143;10040;14659;3653;8184;10062;10016;2202;11081^
^14683^;^11184;2143;1742;13411;2828;2201;1522;8251;993;1069;10011;8277;13409;12728;8422^
^12748^;^4036;11103;2844;12730;8151;9967;2833;8342;11077;2694;8149;1765;8556;11187;1807^
^14680^;^8130;14656;11192;9955;8140;9954;1810;8146;8509;12747;2696;1002;1506;3992;2735^
^14684^;^2192;13385;2694;9966;8423;1451;1082;1449;1454;8328;8534;1675;8423;1778;10087^
^14731^;^8503;8307;1846;13599;8405;8565;8283;8469;8384;2038;588;8189;10062;1079;1816^
^11026^;^11078;13369;8521;8119;2295;8178;1491;8422;8311;10024;8331;3254;8730;8366;11103^
^11025^;^13544;2144;8115;1021;999;2768;2297;1073;9978;10001;1097;1505;995;12734;11032^
^11027^;^2826;2831;11032;8513;14655;11081;8398;8514;8379;13591;9999;1446;10023;1509;8432^
^1789^;^2824;1330;1017;13378;516;1814;1106;10000;13543;8489;8637;9976;2696;1097;1119^
^1804^;^8242;8154;1006;13409;8512;8118;8636;1690;3220;12748;11031;13409;8155;9981;10037^
^1660^;^607;8506;163;8468;13372;1746;1342;8112;998;1760;8644;1001;4412;8155;9963^
^1791^;^1500;10017;2629;8285;2188;1789;14640;8259;8259;2296;13606;8143;1782;8346;1091^
^1750^;^11048;2203;2204;1330;8547;10064;9977;516;1334;8246;8533;8637;8358;13409;8260^
^1690^;^8506;2144;1920;8173;10087;8118;1460;1483;10063;8310;11088;12723;8370;9988;14656^
^1733^;^1816;8462;14731;14640;1492;2824;8148;1016;8531;11034;12754;1765;8310;13601;1007^
^1674^;^2822;992;2691;8284;9951;8269;1087;10019;1010;1747;1791;1125;11090;8112;1508^
^1806^;^1097;12747;1798;8356;14651;2766;14651;8144;2176;11193;1465;1472;1016;8389;1759^
^1828^;^1841;1005;8254;10028;1096;13596;9985;1735;11192;1470;1362;1474;8529;8538;8324^
^1848^;^1505;8533;1792;1740;1012;8413;8533;8314;1836;11180;13616;466;8123;8327;1763^
^1487^;^8359;1738;2145;10021;1495;11076;8414;1506;1389;8130;13369;10030;1362;1892;550^
^1671^;^1733;8734;10025;2767;8115;8145;1660;1753;13386;1344;1519;8478;11078;8245;2037^
^1818^;^8521;8129;2844;9996;8416;8301;8305;1797;2196;1120;10057;2685;1107;8383;10013^
^1790^;^8130;13389;1340;552;10058;8169;10018;4718;8271;10056;1739;8309;8101;1891;8171^
^1841^;^1929;8477;8375;8462;1760;13598;2038;4718;11208;10065;1833;11026;3253;8531;10043^
^1821^;^2202;11091;1822;9966;1492;14645;1460;1073;8488;11116;3903;10030;1323;997;8181^
^1679^;^8339;13587;3904;8383;12750;8190;8119;1024;1175;8107;13589;1018;9980;8453;8456^
^1759^;^10089;8364;10005;1739;619;14662;8457;11075;8133;1759;8301;8113;13590;8359;1769^
^1770^;^1068;8349;607;1095;545;9962;8393;13590;9983;8318;8296;11091;13617;1791;8169^
^1672^;^11088;13472;12730;8260;8375;1458;8113;1442;8130;3203;9948;1739;954;8369;1123^
^1811^;^2294;11201;13370;1833;8476;18;1755;13472;594;10030;1898;12758;8492;1464;1144^
^1922^;^221;1924;8135;8560;1487;10029;1671;8303;8279;8100;13600;1096;8365;12752;13371^
^1675^;^3651;9987;2696;8475;8123;1324;1000;12749;9957;1669;1675;9960;10051;9962;1323^
^1749^;^1142;1473;1095;14652;8483;10028;8543;1743;14656;1453;552;4653;10016;3655;2176^
^1831^;^11033;3904;997;13599;9951;13385;1479;8483;8530;8105;2218;9951;8389;4653;2826^
^1757^;^1660;8501;8390;1751;2214;11026;11208;2054;13585;2824;1069;2561;1175;11104;1814^
^1794^;^9949;3253;1457;1077;13378;8303;11079;1105;8504;1787;8554;1039;594;10043;13388^
^1755^;^8415;1752;2820;9966;1898;1119;8280;8344;18;994;8373;8253;1024;8427;1489^
^1788^;^1445;1804;8362;8311;9990;8130;3212;8381;619;1773;10036;8303;8133;1175;1069^
^1797^;^13413;10047;2294;11060;1010;8552;2629;4134;13399;1485;13597;8549;996;8513;9991^
^1747^;^8189;11049;13617;9970;11093;1775;8312;11113;12734;617;13589;1476;3253;8497;8315^
^1697^;^8139;8102;8527;8418;1362;1122;1500;3203;2196;9958;1667;1443;1786;8734;8292^
^1814^;^1466;1786;954;11180;1891;13386;8408;8542;8150;1756;8365;13603;14636;2823;2142^
^1924^;^8512;1442;1109;11116;2187;1675;8248;614;1679;10063;13443;8329;8407;2833;1840^
^1760^;^1332;8299;8325;13374;13432;8530;2202;589;1020;1738;11085;8396;1336;1333;13609^
^1917^;^8460;8398;1021;8316;163;1456;9990;11178;8235;1773;2826;14659;2190;4529;8334^
^1667^;^2223;4563;10033;13610;8425;8141;8252;9978;8403;8370;2697;9972;2217;8550;2233^
^1678^;^2203;8298;4134;8187;8388;163;12753;2831;1069;1761;13598;4657;1461;545;9962^
^1756^;^2136;1458;1752;1360;2233;11026;8245;8498;8409;11176;1735;13385;8337;1094;8732^
^1827^;^13604;8556;11178;546;8148;8329;531;1330;617;8335;614;1460;3609;8144;1323^
^1822^;^9969;9999;14636;8152;8531;8553;1919;1098;10016;2212;1086;8179;10089;13380;1333^
^1825^;^8341;1001;1478;8189;8314;1850;1453;8293;1499;8370;2766;11088;8329;8474;11049^
^1746^;^1790;620;13607;8272;8357;1082;3254;1486;8266;11064;1489;8370;1094;1449;8261^
^2561^;^1884;10064;8259;1109;9989;391;11080;8375;13602;4613;8428;1763;8126;1772;1739^
^1478^;^1017;1695;8730;8488;1770;532;13473;8734;8340;8330;1458;8728;10039;12724;11115^
^1775^;^2830;1752;10092;8454;3992;1802;23;10039;8509;8279;9981;8127;14630;9997;2694^
^1785^;^1667;2213;2735;8542;8278;1444;8643;8148;11118;1798;8361;8491;8505;1472;1897^
^1752^;^10059;10025;8110;13601;2844;2844;8315;8153;589;8561;8262;10000;8294;10002;8269^
^1473^;^1914;1891;13406;8278;1122;8136;1778;10001;1011;8263;9985;1068;13586;8520;10043^
^2682^;^8331;1471;1758;8286;1019;1844;3651;8734;13592;8503;8363;8474;3904;1897;13600^
^1784^;^4653;1771;13543;3786;10055;10090;11088;10041;1840;964;8506;1389;10022;8112;14683^
^1802^;^1787;13585;10012;1740;1110;8314;8143;8126;10046;4613;1092;549;1011;12753;14655^
^1476^;^1669;9958;8417;14660;14680;9990;9969;11048;8180;8489;8561;1015;1788;8124;1070^
^1914^;^8256;14652;1096;10025;1013;1012;10012;8416;12753;11187;2727;8430;2215;8472;8364^
^1919^;^8258;531;4014;1781;8642;8430;14661;13543;1519;1485;10092;1107;1072;1024;1107^
^1486^;^11093;8431;11091;1822;2697;11095;10045;1848;8367;9977;8415;13380;8728;8558;8727^
^1477^;^8262;1007;11201;1141;10065;3653;390;2138;3651;10061;10029;589;13387;4654;8398^
^1474^;^1697;14690;8532;1678;999;2199;4654;8283;1900;14695;13610;8506;10037;9965;8386^
^1743^;^1818;8423;8186;8563;1674;8151;4665;13472;13418;8157;8531;13381;8266;1745;11102^
^1840^;^11093;8459;14636;2214;8382;14648;4013;4134;8733;1500;8112;8251;14648;8184;552^
^1846^;^516;10047;10023;9988;620;607;13610;14761;4653;14654;10060;1508;8278;1446;8428^
^1735^;^551;8549;1738;11183;1081;10039;9967;2143;8341;8261;10038;11183;8366;9960;11179^
^3254^;^1791;8333;1509;8460;2823;1671;8410;8187;10020;1120;589;20;1072;11079;8459^
^1779^;^1777;1753;8528;8527;8419;10009;1074;8387;953;2828;1498;14760;14643;9987;8114^
^1783^;^11075;1811;8296;8454;552;14681;10042;8391;8410;8399;2192;1844;13384;1738;1089^
^1798^;^8307;8527;8372;8479;1816;8254;2136;9970;8552;10089;9961;994;8726;4014;1491^
^1816^;^11189;8495;1094;8123;9992;1827;1008;8421;13543;997;8373;2560;8347;1361;2139^
^1920^;^1765;1754;1462;3651;1482;8473;8422;11185;14714;1143;11184;999;1004;8565;8468^
^1470^;^1779;13413;8133;2213;8472;1752;13608;8554;8433;8637;9969;617;1121;8531;14653^
^2560^;^1470;2823;2038;1123;8276;8479;546;2844;8540;2826;627;8363;8135;1754;8520^
^1847^;^30;8172;8555;8637;9998;1065;8245;8543;8311;8144;1486;1811;13378;13610;8103^
^1850^;^8324;11079;2767;1884;8369;2629;9963;2695;1098;11075;10008;8343;13382;1822;13598^
^1929^;^8539;1787;14654;1081;551;8146;11178;8418;1929;2294;8506;8102;8400;14645;1001^
^1737^;^2827;1500;1069;2216;2205;2145;549;9973;10030;8185;2233;8270;2685;4838;8149^
^1921^;^8536;11083;11185;13369;8140;1015;14651;8144;1471;8562;8106;1921;8458;13601;11093^
^1669^;^10007;11095;2297;14654;8373;8173;2136;1121;8380;11087;1474;14767;13588;8423;11048^
^1764^;^1675;10010;3216;1679;8534;8131;8288;1818;8431;1481;8728;8503;13443;1740;1006^
^1787^;^8348;4014;8127;8109;1679;8326;1096;8322;2290;965;8294;8477;8105;14653;13411^
^1748^;^1483;8543;3651;8405;1081;8368;2826;13591;9954;1763;1471;2201;1141;22;8320^
^1777^;^14683;1754;13605;8187;1456;14767;8361;626;9959;9960;31;11035;14630;3253;4659^
^2683^;^1124;1323;1690;1674;1920;11186;8533;11035;8316;3655;9956;8462;4474;8263;8354^
^1694^;^9980;10032;11082;1781;10059;8394;2824;13544;2191;1175;8178;2822;1919;10027;1014^
^1844^;^11102;8504;390;8148;11031;8335;13472;8455;8295;14636;951;9962;4658;8402;8128^
^1927^;^1733;1124;1102;3609;14761;1452;11185;10027;2215;10017;1769;2817;11117;1667;8181^
^1472^;^8143;13418;2823;8500;1100;1001;3654;8382;1461;4412;14630;8173;14643;1787;8189^
^1838^;^8154;994;8350;8544;1107;8506;2233;2201;11060;1343;8253;1929;1106;1079;617^
^1481^;^8385;2696;8460;12724;8404;1467;8312;8475;10010;586;8488;8271;1920;4658;8532^
^1484^;^10031;4658;11187;3203;8530;8349;1505;1818;516;13599;11081;10086;1020;10008;8381^
^1751^;^1144;1821;8111;9986;8432;8558;8147;13389;10012;2138;8182;14629;8637;1814;8550^
^1485^;^8142;2038;1067;1122;2223;10059;3994;14762;1086;8355;8350;14659;8301;11060;8407^
^1762^;^10009;10019;2213;8550;8296;3650;11183;1021;8367;8314;9994;10030;13411;4665;10061^
^1763^;^11048;13604;1811;1774;9984;626;1485;1811;1782;11187;11082;8421;23;8185;8365^
^1767^;^12751;1804;11186;1850;8129;8118;9954;8288;8396;2682;8454;8178;11110;1091;8637^
^1792^;^11089;8185;8370;1460;13386;3220;8325;956;11180;13592;8730;1783;1506;1097;8495^
^1836^;^9981;8280;1505;1761;1019;13543;2692;1088;11116;10039;8261;11083;10091;8367;9961^
^3253^;^8255;1836;8106;1753;2187;1919;8556;8487;954;11104;8307;8732;8102;8535;1753^
^3257^;^8186;8734;1106;1452;8261;8553;617;8549;10002;8330;1521;8409;9978;8349;12751^
^1778^;^552;11079;1488;9969;8121;8277;1082;14641;9955;14652;9962;9980;8177;1791;1671^
^1803^;^10065;4657;11050;8542;3649;11093;3216;1443;3654;8257;2232;14763;1798;9993;9983^
^1739^;^11093;13588;13443;10014;1097;8478;8386;11181;8639;9996;8535;8502;3652;1737;13419^
^1786^;^10008;12730;9953;1334;2295;8553;3226;9997;1914;8404;8122;8157;14695;14662;20^
^1810^;^8730;11118;8104;10038;8280;2038;8281;14767;8328;1457;10063;4412;8731;11087;8639^
^1753^;^9983;13386;1339;13382;12747;9991;1000;8189;8456;1810;3211;8152;8117;8190;8149^
^1769^;^13596;8314;2219;4657;10022;13432;8148;8382;1072;11089;1671;1079;8350;8526;8355^
^1782^;^8139;8376;8119;8416;8734;1065;2828;2290;4654;1070;8565;10012;1476;8468;14690^
^1471^;^8249;1506;14640;8340;13604;8379;10007;2824;8112;8360;8490;13617;1450;2143;1336^
^1853^;^589;1487;14636;8515;1442;1110;8409;8251;11208;8300;1361;8533;8428;11081;8459^
^3203^;^9986;8127;8394;3654;14636;1694;11091;13617;8368;1085;8339;1841;1802;8322;1803^
^3255^;^13603;13590;1505;1484;13409;8542;1674;8362;13375;8146;1008;8405;9950;614;9981^
^3256^;^8528;14695;9995;1791;8510;8503;8235;13375;1076;14763;1110;589;9969;2187;8504^
^1742^;^1085;1480;8340;1772;8481;8392;8407;586;14653;9968;10065;8417;11116;3904;9959^
^1776^;^1803;11061;1919;10055;8454;8417;8261;1458;10021;2767;14637;4653;11112;1750;629^
^1761^;^8125;1927;8637;8152;14761;2216;3650;10053;1175;8118;951;3210;221;13590;8473^
^1771^;^8156;4654;11180;1336;11185;1454;1488;10092;10007;1521;2190;10091;4563;163;8533^
^1480^;^1679;8428;10041;13371;8392;10000;1850;11104;10091;2204;1336;8532;1505;8407;4412^
^1741^;^11103;1479;3254;8408;8423;1449;8169;1472;13417;619;1009;1920;2826;8336;8322^
^2629^;^11094;8308;2199;8327;11076;8121;8366;14683;2766;2192;8407;8292;1771;1853;10020^
^2685^;^2696;13544;8366;2231;11078;8323;2189;13370;8266;8506;11103;10020;8431;8272;1125^
^3258^;^8301;1390;1139;8152;3609;8113;10038;12749;13380;163;13381;8290;10037;13389;1818^
^1479^;^10089;1465;9996;8511;1919;14643;8638;1484;2214;8490;955;8454;1071;8124;8305^
^1738^;^8130;1735;10019;10016;952;11182;1456;1505;1828;1126;8565;8261;8123;11183;3651^
^1740^;^1920;3203;1102;1900;8135;8381;10032;1498;8642;2845;13386;1751;8529;8146;2834^
^1754^;^8259;10044;589;8182;10001;8481;1789;8344;12751;3992;8456;2139;8415;4662;8638^
^1781^;^10029;8155;8417;8414;13608;8730;638;8353;13411;13543;3256;8477;3253;8320;1390^
^3992^;^9949;8343;13589;2054;2823;10064;1782;8151;2684;8556;1442;3256;8357;1362;2560^
^1833^;^8641;1492;14765;8418;1119;1443;11201;9995;1884;8418;1462;8295;8488;2037;8362^
^1695^;^8176;8415;8453;1014;8294;3994;8470;14656;2219;3992;8335;1011;12728;10044;8133^
^1758^;^11201;1917;2187;11084;11076;14681;10039;10006;8255;1775;3257;8366;8474;14764;8506^
^1768^;^1748;1039;1505;8508;8642;11090;3648;14764;8179;9980;13608;8243;2561;982;9959^
^1772^;^2697;1523;8124;9960;8123;1024;8309;2138;964;2232;1138;1776;8349;8286;18^
^1773^;^13589;13385;1456;11075;8281;14762;2218;8318;4474;11086;1769;14730;8392;8180;1457^
^1774^;^8368;10013;13406;591;4648;1000;1758;9974;8393;1667;11117;8308;10060;954;1009^
^1780^;^1760;1495;8457;8249;1446;8339;8356;9992;11081;8504;9948;8423;8279;8120;8416^
^3994^;^8532;30;8500;1447;11104;8323;14655;8340;2138;12724;8366;8489;1019;8490;1343^
^1483^;^10055;9990;1746;13472;4782;8341;965;14766;1102;982;10032;13377;1902;2767;1785^
^1745^;^8354;13606;9972;1324;2142;14645;1455;2696;1484;9953;1066;1814;982;2845;10013^
^2684^;^14760;1924;3653;1781;8350;1469;8529;8280;8379;8510;964;4014;1461;8375;11189^
^1744^;^8101;1104;14637;11095;1749;9952;612;2218;8406;13380;2297;11179;2824;13605;965^
^1482^;^11093;13472;1071;11032;8402;1142;8636;1006;8257;8323;4647;8271;2214;8491;8562^
^8182^;^8295;1001;3649;8139;8482;10092;10045;1827;13411;1013;11025;8259;12758;1804;8301^
^8179^;^8104;548;8152;10036;1483;1775;11206;8296;8490;627;1751;8386;8481;12734;1758^
^8172^;^9959;10040;8560;2684;11033;3650;10009;8344;8109;8173;11208;8487;1126;1784;1743^
^8176^;^13593;8333;13371;8514;9999;9980;13618;1465;1069;2216;10086;10008;8183;8469;1447^
^8173^;^614;13603;11111;11118;2294;8360;14645;1361;8398;1325;1802;8547;1476;8546;1773^
^8185^;^1774;8243;10013;9955;2204;8354;8256;8286;1085;1802;1778;2202;8415;13605;1066^
^8171^;^8389;8121;11208;2190;14645;8271;1092;9971;8543;8139;1477;1455;8415;4662;11077^
^8190^;^2196;13544;8115;14643;8292;8480;1470;10019;14655;10055;1088;10088;1505;1072;18^
^8183^;^8311;1900;545;1140;11183;13609;409;9957;8307;12729;1777;1004;8376;8400;2629^
^8180^;^8254;8362;1488;10001;2294;8419;1448;14651;1506;2692;13432;9983;4412;3652;8112^
